timestamp,user5_kbps,router_kbps,label
1780000126,7.4873,44.7536,0
1780000359,723.086,606.8555,1
1780000669,58.1906,85.2769,1
1780000495,914.2261,786.5504,1
1780000174,0.0,19.1845,0
1780000031,9.0116,41.5819,0
1780000113,36.6669,71.2783,0
1780000023,11.6784,32.9656,0
1780000173,0.0,20.9546,0
1780000807,166.1498,119.9713,1
1780000066,5.104,44.5353,0
1780000057,15.3952,21.3285,0
1780000371,843.9627,696.6921,1
1780000222,0.0,28.7421,0
1780000017,0.0,31.3443,0
1780000349,911.6726,806.8755,1
1780000305,780.6032,630.9825,1
1780000355,958.6128,832.9481,1
1780000823,675.425,442.3772,1
1780000190,7.0778,20.9568,0
1780000368,981.7203,844.0406,1
1780000677,114.5367,156.8265,1
1780000321,749.885,635.6076,1
1780000094,0.0,19.7561,0
1780000180,0.0,35.6297,0
1780000381,765.4762,681.2678,1
1780000378,712.628,501.3871,1
1780000361,719.6069,549.1019,1
1780000005,11.5316,14.7612,0
1780000045,0.0,43.8402,0
1780000448,749.0871,643.4373,1
1780000831,563.6715,332.7655,1
1780000618,101.0546,137.6999,1
1780000016,1.3149,40.5712,0
1780000048,5.7972,24.9652,0
1780000834,390.6184,202.7868,1
1780000637,79.7853,82.7173,1
1780000003,0.353,24.7483,0
1780000636,156.8312,192.4154,1
1780000488,870.2623,729.1866,1
1780000412,947.4043,729.0862,1
1780000483,867.8946,609.2222,1
1780000352,909.2261,690.5298,1
1780000225,11.818,6.7926,0
1780000026,21.6184,69.1619,0
1780000474,703.4862,502.6334,1
1780000313,895.4261,775.3928,1
1780000050,0.0,34.7359,0
1780000229,11.4355,28.4279,0
1780000037,1.8359,27.1086,0
1780000157,1.1063,43.3445,0
1780000237,7.3187,27.4518,0
1780000824,716.9129,490.9044,1
1780000175,6.7458,39.1056,0
1780000664,146.1549,159.1006,1
1780000407,917.026,732.8644,1
1780000194,9.2384,44.4157,0
1780000653,59.3652,63.7684,1
1780000833,546.5347,367.577,1
1780000661,76.1946,101.8506,1
1780000067,0.0,29.6547,0
1780000369,999.3802,769.6651,1
1780000168,0.756,24.2418,0
1780000417,912.5089,791.5126,1
1780000162,4.4986,39.5514,0
1780000193,0.1843,37.6025,0
1780000152,21.486,47.5534,0
1780000651,102.4809,150.3331,1
1780000396,908.8062,664.1366,1
1780000635,136.2147,145.1281,1
1780000383,825.2742,722.7947,1
1780000103,1.1085,32.076,0
1780000440,992.0467,886.6671,1
1780000074,5.4657,18.5703,0
1780000472,780.698,671.0192,1
1780000832,529.9039,282.7582,1
1780000119,0.0,47.7043,0
1780000446,782.088,703.4294,1
1780000459,895.5,692.8531,1
1780000631,92.7195,120.2086,1
1780000207,9.075,42.4733,0
1780000384,983.4196,780.3241,1
1780000402,966.6244,861.3883,1
1780000391,933.8753,719.1074,1
1780000454,825.9182,683.6168,1
1780000008,0.6449,31.1092,0
1780000427,885.0781,793.2399,1
1780000036,5.0409,27.6541,0
1780000139,9.5708,39.7052,0
1780000303,968.3657,832.7664,1
1780000353,977.3189,873.9299,1
1780000692,109.5036,135.7397,1
1780000059,28.3324,88.3791,0
1780000111,1.7367,32.6162,0
1780000413,903.4048,734.6004,1
1780000404,896.5726,726.3775,1
1780000312,782.2166,634.249,1
1780000675,157.6033,189.6683,1
1780000347,766.3628,687.8364,1
1780000150,7.6585,22.5151,0
1780000316,962.167,788.4792,1
1780000668,146.235,187.9566,1
1780000680,139.8238,193.1166,1
1780000038,3.7097,34.0405,0
1780000481,742.7487,594.0338,1
1780000357,711.1023,582.5734,1
1780000198,7.7008,25.8812,0
1780000405,726.096,567.5825,1
1780000146,5.0419,30.4698,0
1780000620,149.5737,181.1129,1
1780000682,140.8726,149.3397,1
1780000147,2.4958,14.0088,0
1780000470,760.1574,606.848,1
1780000398,767.1453,619.3892,1
1780000375,771.6331,557.1923,1
1780000663,125.6232,153.4959,1
1780000123,9.4729,38.7254,0
1780000652,88.1964,110.5645,1
1780000096,1.4796,31.3074,0
1780000143,7.2051,32.7872,0
1780000239,2.1049,29.3041,0
1780000475,817.7481,650.9175,1
1780000097,5.4681,53.48,0
1780000374,826.4071,700.3936,1
1780000329,709.3549,533.7561,1
1780000343,961.8838,814.1817,1
1780000627,156.9965,171.2029,1
1780000122,6.9597,24.9306,0
1780000183,0.0,36.8464,0
1780000202,0.0,19.9191,0
1780000373,930.482,729.0823,1
1780000246,7.6091,17.4889,0
1780000662,156.8408,164.2045,1
1780000607,113.3132,154.0607,1
1780000628,144.7104,180.3293,1
1780000649,110.7728,162.648,1
1780000679,89.3385,119.1594,1
1780000438,803.7649,662.4495,1
1780000125,0.0,43.6011,0
1780000836,442.4174,269.5824,1
1780000223,25.3095,35.2395,0
1780000392,717.3528,641.1847,1
1780000053,2.146,35.5612,0
1780000219,6.7349,34.4212,0
1780000129,8.9415,30.8887,0
1780000693,57.6924,67.5361,1
1780000443,706.6371,540.3809,1
1780000497,724.0345,636.3997,1
1780000695,115.9181,146.8452,1
1780000445,904.9886,714.1994,1
1780000816,328.3352,238.5783,1
1780000452,985.2591,719.4476,1
1780000436,790.2891,665.1345,1
1780000835,325.6733,204.6512,1
1780000344,941.9683,783.4885,1
1780000650,59.1311,62.7413,1
1780000632,72.17,86.2822,1
1780000465,739.3735,522.3712,1
1780000112,15.4438,30.21,0
1780000179,16.1659,16.9035,0
1780000471,719.2627,587.2019,1
1780000617,146.0383,188.2927,1
1780000499,835.6955,692.5538,1
1780000423,800.5357,679.4159,1
1780000364,965.7933,795.0146,1
1780000151,5.9189,45.5126,0
1780000837,338.1006,195.4834,1
1780000233,0.0,36.7428,0
1780000356,795.7301,688.9297,1
1780000699,75.5567,75.8424,1
1780000164,4.1438,19.6476,0
1780000367,962.4105,775.4983,1
1780000136,0.0,24.0061,0
1780000460,959.3075,762.306,1
1780000197,8.9044,45.8013,0
1780000818,536.9448,417.1209,1
1780000308,995.3207,801.3705,1
1780000232,25.5869,30.5922,0
1780000115,20.2985,40.6523,0
1780000120,0.0,26.7861,0
1780000638,72.8246,91.7507,1
1780000426,701.9158,531.6364,1
1780000434,730.7529,648.5035,1
1780000224,3.7359,25.7312,0
1780000817,534.0863,384.7143,1
1780000606,124.1643,155.0934,1
1780000397,944.7499,703.733,1
1780000127,2.5814,29.9544,0
1780000845,192.8993,99.5136,1
1780000335,906.5207,713.4005,1
1780000803,72.6584,45.0689,1
1780000043,7.7186,29.9262,0
1780000107,9.4139,22.8987,0
1780000814,441.7717,307.7864,1
1780000494,912.7182,797.8926,1
1780000133,23.2061,34.0623,0
1780000645,143.6379,201.5003,1
1780000044,14.1426,37.5193,0
1780000169,23.9931,26.8928,0
1780000065,12.0294,27.6041,0
1780000333,731.9795,523.3855,1
1780000085,24.1123,48.4341,0
1780000242,0.0,37.13,0
1780000186,9.0073,20.2244,0
1780000376,806.3866,610.7958,1
1780000159,4.9504,34.0312,0
1780000012,11.5804,17.7916,0
1780000035,15.1899,27.0805,0
1780000028,3.2426,33.5711,0
1780000170,41.9463,78.9101,0
1780000142,0.0,43.5387,0
1780000236,14.9687,9.2661,0
1780000613,146.1686,199.3133,1
1780000646,116.4622,167.0226,1
1780000221,6.4711,31.001,0
1780000694,94.9205,113.8488,1
1780000095,0.0,16.9981,0
1780000051,9.9644,28.3906,0
1780000240,35.815,79.6478,0
1780000657,102.7477,129.2358,1
1780000401,779.68,565.972,1
1780000666,154.1845,206.8576,1
1780000178,0.0,28.0966,0
1780000610,75.952,101.7843,1
1780000676,146.4291,203.7111,1
1780000041,5.8188,25.6739,0
1780000804,103.3218,67.2992,1
1780000672,96.3558,127.7308,1
1780000206,0.0,41.4375,0
1780000442,927.479,653.796,1
1780000332,800.2732,683.5793,1
1780000408,724.3139,538.9161,1
1780000447,827.8544,654.2346,1
1780000304,827.5641,583.0138,1
1780000217,6.4442,56.4357,0
1780000004,6.9357,10.8672,0
1780000306,890.0435,668.9367,1
1780000813,348.5007,226.9829,1
1780000683,112.1714,112.4943,1
1780000480,772.6135,693.2912,1
1780000100,5.9081,36.6213,0
1780000226,0.0,17.0492,0
1780000498,864.2777,746.2688,1
1780000697,140.3635,190.7626,1
1780000821,631.645,492.6861,1
1780000213,1.5807,24.4735,0
1780000409,904.9776,647.2637,1
1780000171,5.229,39.6862,0
1780000098,0.0,34.621,0
1780000342,755.5399,610.7635,1
1780000215,0.0,32.8096,0
1780000061,10.876,20.455,0
1780000456,995.1933,778.1086,1
1780000047,1.0525,39.2316,0
1780000032,0.7619,35.1327,0
1780000467,938.9612,747.699,1
1780000317,880.1551,733.1756,1
1780000377,788.8924,589.083,1
1780000200,7.3182,50.754,0
1780000134,22.2255,22.3265,0
1780000027,0.0,40.4249,0
1780000674,159.9384,163.7939,1
1780000655,55.5187,81.9404,1
1780000230,49.7447,76.6067,0
1780000639,90.3853,127.8448,1
1780000310,705.5172,622.8727,1
1780000428,889.5441,668.9022,1
1780000338,781.6435,639.4205,1
1780000468,735.1925,533.0418,1
1780000441,924.8955,671.4901,1
1780000648,83.3237,85.7021,1
1780000138,7.734,48.7617,0
1780000062,14.2688,21.7932,0
1780000621,84.0669,108.9655,1
1780000128,7.5817,21.7277,0
1780000838,393.2732,235.7096,1
1780000670,127.4003,170.4943,1
1780000064,3.0369,22.4626,0
1780000014,10.9077,31.7137,0
1780000156,2.8447,37.1754,0
1780000040,0.0,29.7349,0
1780000642,72.5394,78.6189,1
1780000429,890.2017,719.2804,1
1780000187,21.3466,46.1961,0
1780000216,0.0,44.9604,0
1780000052,0.0,26.7794,0
1780000387,982.8195,815.6708,1
1780000345,907.683,789.5382,1
1780000301,929.0817,676.3925,1
1780000611,62.5808,63.54,1
1780000605,74.1224,103.3895,1
1780000852,79.6828,50.2142,1
1780000319,825.6312,641.208,1
1780000201,2.8384,39.4762,0
1780000161,0.0,34.8767,0
1780000451,896.3534,676.4348,1
1780000626,73.8667,82.64,1
1780000105,12.6161,44.5255,0
1780000439,713.7226,624.0129,1
1780000001,0.0,33.189,0
1780000808,228.7505,149.7229,1
1780000080,2.4778,37.5897,0
1780000205,12.1393,30.9562,0
1780000034,0.0,26.7234,0
1780000658,106.3289,141.7824,1
1780000477,908.4946,792.2295,1
1780000604,157.4659,183.9906,1
1780000416,955.1745,834.3056,1
1780000091,8.0184,46.5135,0
1780000389,769.2009,565.5978,1
1780000395,818.8726,697.391,1
1780000241,5.79,28.6965,0
1780000013,27.2265,41.9364,0
1780000365,769.8878,542.6787,1
1780000437,720.2052,588.0001,1
1780000323,773.6047,601.7555,1
1780000166,0.0,32.1398,0
1780000849,100.9985,60.9841,1
1780000634,123.9573,144.1122,1
1780000840,365.126,212.0885,1
1780000654,158.5962,235.1282,1
1780000243,11.5109,20.5959,0
1780000812,342.1027,212.5742,1
1780000189,7.2381,2.5905,0
1780000625,130.1616,189.3222,1
1780000660,87.3326,118.1035,1
1780000058,7.0039,33.4645,0
1780000624,131.9769,140.6588,1
1780000810,221.7379,163.2487,1
1780000302,960.5404,766.0177,1
1780000021,0.0,40.9965,0
1780000363,795.6258,656.5331,1
1780000609,157.3533,208.5187,1
1780000160,0.0,36.6967,0
1780000326,869.9214,691.7703,1
1780000191,0.0,32.6774,0
1780000435,906.3657,646.753,1
1780000463,931.2766,809.2389,1
1780000641,119.8002,162.1363,1
1780000393,965.1358,854.6764,1
1780000358,769.0027,556.8451,1
1780000130,10.5212,25.9878,0
1780000099,3.3803,30.609,0
1780000422,947.745,687.8487,1
1780000087,1.444,13.3087,0
1780000608,78.9877,118.3368,1
1780000380,815.298,681.5316,1
1780000214,11.9568,43.5564,0
1780000616,158.7032,161.8859,1
1780000121,9.9107,43.5788,0
1780000020,0.0,26.9079,0
1780000071,0.0,24.8703,0
1780000106,11.5029,36.2963,0
1780000320,855.6753,607.0102,1
1780000485,726.3599,559.3882,1
1780000102,3.7857,35.8832,0
